,micro_labels,macro_labels,ar_labels,frame_name,features
18,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0018,[[0.00310342 0.7365179  0.0912737  ... 0.4704961  0.30836153 0.31087384]]
19,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0019,[[0.         0.7088405  0.08388729 ... 0.47944686 0.16114405 0.39297882]]
20,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0020,"[[7.0977927e-04 7.6773602e-01 5.1838212e-02 ... 5.1318204e-01
  2.8775582e-01 3.2495520e-01]]"
21,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0021,[[0.02002667 0.78039044 0.084398   ... 0.34825012 0.18741065 0.3122958 ]]
22,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0022,[[0.01917288 0.77336806 0.0836417  ... 0.3496009  0.18303104 0.31913942]]
23,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0023,[[0.0111325  0.69861966 0.01637531 ... 0.36308944 0.3729473  0.31206727]]
24,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0024,[[0.00350677 0.7581739  0.05355906 ... 0.39470622 0.26337954 0.2712352 ]]
25,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0025,[[0.01136339 0.7689074  0.06475883 ... 0.42491272 0.319575   0.26490048]]
26,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0026,[[0.01023123 0.67385644 0.03730075 ... 0.37408346 0.21587907 0.4116451 ]]
27,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0027,[[0.0085507  0.75227463 0.06343368 ... 0.50246567 0.39577547 0.35208428]]
28,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0028,[[0.0081752  0.7534841  0.06344591 ... 0.50151414 0.39395416 0.352545  ]]
29,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0029,[[0.01133867 0.66501004 0.06032291 ... 0.5265427  0.31527326 0.40970096]]
30,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0030,[[0.         0.8111954  0.06942713 ... 0.50908494 0.28808287 0.3685253 ]]
31,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0031,[[0.         0.75081235 0.06794138 ... 0.5029267  0.24503146 0.40811068]]
32,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0032,[[0.         0.771803   0.02711984 ... 0.578048   0.2329429  0.35353437]]
33,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0033,[[0.0163611  0.76060975 0.04019867 ... 0.40351912 0.14122725 0.48893908]]
34,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0034,[[0.01722242 0.7412922  0.03806892 ... 0.3969369  0.15572265 0.47919458]]
35,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0035,[[0.0158063  0.72422063 0.05036457 ... 0.37092674 0.27004343 0.43830925]]
36,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0036,[[0.00149819 0.5902241  0.0463605  ... 0.41218594 0.1686212  0.275331  ]]
37,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0037,[[0.00692746 0.7042267  0.08312822 ... 0.3761734  0.20941257 0.39591557]]
38,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0038,[[0.         0.7096114  0.11009702 ... 0.3552176  0.1728592  0.41107848]]
39,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0039,[[0.00355424 0.6537426  0.06960172 ... 0.39589363 0.18932563 0.34999347]]
40,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0040,[[0.00382864 0.6643772  0.06682698 ... 0.39243293 0.18905178 0.3317895 ]]
41,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0041,[[0.         0.576882   0.0449072  ... 0.4184516  0.15718569 0.27847797]]
42,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0042,[[0.01396237 0.70315176 0.08883439 ... 0.31758052 0.15086839 0.26436043]]
43,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0043,[[0.00774112 0.78312176 0.05249074 ... 0.24219704 0.12692845 0.31486315]]
44,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0044,[[0.         0.67928827 0.04326343 ... 0.44780365 0.12083084 0.2727715 ]]
45,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0045,[[0.         0.712343   0.08754353 ... 0.34120533 0.23714341 0.22052826]]
46,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0046,[[0.         0.70158833 0.08941962 ... 0.33818093 0.21673205 0.21294671]]
47,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0047,[[0.         0.72138774 0.06231074 ... 0.35162687 0.17415482 0.1811532 ]]
48,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0048,[[0.         0.65692556 0.06746514 ... 0.52720666 0.13786227 0.2782488 ]]
49,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0049,[[0.0116341  0.65777385 0.03397074 ... 0.48206303 0.08628109 0.32784724]]
50,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0050,[[0.         0.7200662  0.05017607 ... 0.6150206  0.26426804 0.28729957]]
51,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0051,[[0.         0.6376984  0.03688461 ... 0.49155623 0.4036825  0.42762348]]
52,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0052,[[0.         0.64582765 0.03565388 ... 0.49044394 0.39849526 0.43327004]]
53,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0053,[[0.01259394 0.7507545  0.0547609  ... 0.46356612 0.2600364  0.3049024 ]]
54,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0054,[[0.         0.712597   0.05053704 ... 0.48888975 0.3016122  0.22296906]]
55,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0055,[[0.         0.6817091  0.08997442 ... 0.6389961  0.2695761  0.22155933]]
56,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0056,[[0.00646581 0.6950265  0.04658042 ... 0.49198955 0.48584577 0.19617525]]
57,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0057,[[0.01138424 0.64847916 0.03997042 ... 0.43142158 0.40167975 0.13658027]]
58,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0058,[[0.01121051 0.64458334 0.03736093 ... 0.41759494 0.40126216 0.14251442]]
59,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0059,[[0.         0.7768068  0.03170511 ... 0.5666303  0.16295272 0.34886694]]
60,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0060,[[0.0213608  0.66142696 0.0609689  ... 0.5015291  0.34256327 0.3082775 ]]
61,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0061,[[0.00228366 0.7012564  0.0476573  ... 0.5044404  0.36659253 0.29626158]]
62,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0062,[[0.01514451 0.5802818  0.07789046 ... 0.40880468 0.32643425 0.3887655 ]]
63,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0063,[[0.01321022 0.73041344 0.05693489 ... 0.47839007 0.1677031  0.33007696]]
64,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0064,[[0.01146032 0.7284373  0.05627223 ... 0.4814924  0.17537923 0.3270248 ]]
65,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0065,[[0.         0.7994099  0.06444726 ... 0.41277763 0.27441308 0.2594641 ]]
66,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0066,[[0.         0.81320435 0.08857952 ... 0.36649436 0.39645502 0.32176343]]
67,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0067,[[0.0066933  0.78088605 0.05402548 ... 0.3676155  0.16494404 0.41036773]]
68,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0068,[[0.         0.7029618  0.06830861 ... 0.35492805 0.26967755 0.293397  ]]
69,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0069,[[0.00518343 0.6812442  0.06965196 ... 0.34758368 0.18679333 0.28146946]]
70,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0070,[[0.00649186 0.6841151  0.07361815 ... 0.35048175 0.17738731 0.28046083]]
71,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0071,[[0.         0.6103633  0.04361257 ... 0.47851026 0.19052841 0.21580446]]
72,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0072,[[0.         0.67351246 0.03994125 ... 0.4636105  0.18716583 0.24034801]]
73,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0073,[[0.         0.65640026 0.04129809 ... 0.4896279  0.21382181 0.27907848]]
74,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0074,[[0.         0.613335   0.03182655 ... 0.59165204 0.21578315 0.3184101 ]]
75,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0075,[[0.         0.6977746  0.05947992 ... 0.447944   0.1639949  0.48629618]]
76,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0076,[[0.         0.70946366 0.05599161 ... 0.4373619  0.18316616 0.4932924 ]]
77,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0077,[[0.         0.64980316 0.07827325 ... 0.34852606 0.38986662 0.6905374 ]]
78,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0078,[[0.01466035 0.6972787  0.21564238 ... 0.29930675 0.22928016 0.44042936]]
79,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0079,[[0.03060636 0.63523155 0.21829028 ... 0.3962527  0.38662383 0.83012253]]
80,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0080,[[0.04579624 0.72615707 0.18267097 ... 0.48243627 0.21907966 0.7945238 ]]
81,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0081,[[0.0313229  0.7730487  0.13609909 ... 0.5051277  0.25870845 0.55108047]]
82,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0082,[[0.0330648  0.77170116 0.13265333 ... 0.5099393  0.28084967 0.5631461 ]]
83,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0083,[[0.01481959 0.65962017 0.10605823 ... 0.301789   0.27944362 0.6178159 ]]
84,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0084,[[0.09116963 0.6454016  0.11501846 ... 0.24222042 0.15284793 0.65718687]]
85,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0085,[[0.05691219 0.64680135 0.19061922 ... 0.10771523 0.18485191 0.7875996 ]]
86,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0086,[[0.04965336 0.8685028  0.2313617  ... 0.08946551 0.15571502 0.71340775]]
87,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0087,[[0.12493875 0.5735501  0.09890667 ... 0.17500377 0.08748744 0.7059844 ]]
88,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0088,[[0.12447869 0.5707082  0.0988602  ... 0.1762275  0.09227154 0.7081941 ]]
89,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0089,[[0.03053349 0.5707675  0.10188209 ... 0.2218391  0.06690668 0.85150146]]
90,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0090,[[0.06534214 0.7271787  0.10483675 ... 0.17781217 0.05848342 0.6238693 ]]
91,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0091,[[0.04506055 0.7035795  0.09108213 ... 0.44926825 0.13339376 0.6617677 ]]
92,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0092,[[0.05152543 0.82728773 0.18476428 ... 0.2083443  0.11756425 0.4724221 ]]
93,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0093,[[0.0650247  0.7025708  0.18253955 ... 0.16059387 0.21661557 0.47458342]]
94,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0094,[[0.0653858  0.7045462  0.17818554 ... 0.16463031 0.21548273 0.4756371 ]]
95,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0095,[[0.05234363 0.7280184  0.15136711 ... 0.18693873 0.21280533 0.41717768]]
96,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0096,[[0.04822006 0.631277   0.12872785 ... 0.07882456 0.10681572 0.7013828 ]]
97,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0097,[[0.01057395 0.65014064 0.17537652 ... 0.42794096 0.2793905  0.77197266]]
98,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0098,[[0.02006781 0.7434256  0.16630141 ... 0.45195934 0.21481784 0.350948  ]]
99,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0099,[[0.03693358 0.68613875 0.2716928  ... 0.16234434 0.15632169 0.3992992 ]]
100,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0100,[[0.03653709 0.68078697 0.27525106 ... 0.16677862 0.15767112 0.39641044]]
101,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0101,[[0.01414535 0.65375066 0.14079359 ... 0.0753183  0.17195885 0.5502509 ]]
102,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0102,[[0.00776498 0.6622377  0.11791442 ... 0.23518188 0.16359897 0.6192801 ]]
103,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0103,[[0.0109032  0.6339351  0.1497501  ... 0.03063809 0.25273082 0.856459  ]]
104,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0104,[[0.         0.67790824 0.10399111 ... 0.2633343  0.126129   0.43154654]]
105,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0105,[[0.02260993 0.72684836 0.08530416 ... 0.21929584 0.20080702 0.5587799 ]]
106,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0106,[[0.02438727 0.72635704 0.09018486 ... 0.2104703  0.19767655 0.55454063]]
107,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0107,[[0.03154027 0.5717686  0.07109623 ... 0.37396362 0.26334822 0.53779143]]
108,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0108,[[0.01631616 0.6122833  0.08797165 ... 0.41502222 0.15729645 0.46992126]]
109,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0109,[[0.         0.56363076 0.0419654  ... 0.33177122 0.19325024 0.52050984]]
110,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0110,[[0.02214342 0.68257254 0.0787338  ... 0.28906664 0.36528143 0.32244986]]
111,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0111,[[0.00938191 0.7310266  0.07810199 ... 0.52675986 0.41936073 0.37406448]]
112,lie_still,lying_down,actor_repositioning,actor_1_bed_full_ph_cam_1_0112,[[0.0090195  0.7332315  0.07937506 ... 0.53598195 0.43922737 0.3552129 ]]
113,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0113,[[0.01473112 0.7041748  0.06127843 ... 0.40623352 0.3961204  0.4226931 ]]
114,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0114,[[0.01984163 0.54662114 0.07195518 ... 0.30748153 0.47653806 0.6148883 ]]
115,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0115,[[0.0269301  0.72089344 0.06421893 ... 0.40779963 0.23864035 0.5836773 ]]
116,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0116,[[0.04552983 0.6820924  0.05490877 ... 0.33212402 0.4081359  0.72002   ]]
117,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0117,[[0.0518296  0.7625903  0.06125181 ... 0.28486595 0.34058535 0.55386186]]
118,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0118,[[0.04970514 0.76852703 0.06171617 ... 0.29292393 0.3409549  0.5484101 ]]
119,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0119,[[0.04965501 0.6065262  0.07941245 ... 0.21769933 0.46190637 0.43880713]]
120,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0120,[[0.04735223 0.6439964  0.10782567 ... 0.30391228 0.48250678 0.539353  ]]
121,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0121,[[0.0368274  0.63534343 0.04957245 ... 0.26707715 0.4095023  0.44892043]]
122,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0122,[[0.03816491 0.5736624  0.07899138 ... 0.2808224  0.3178523  0.6717272 ]]
123,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0123,[[0.05603618 0.6291487  0.06457763 ... 0.4542377  0.23779899 0.8579876 ]]
124,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0124,[[0.0548448  0.63629234 0.0651012  ... 0.44429594 0.22858837 0.8257544 ]]
125,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0125,[[0.14829841 0.5534133  0.05557694 ... 0.37821832 0.28989136 0.91916984]]
126,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0126,[[0.21932556 0.66873807 0.1281538  ... 0.31646106 0.21543261 0.4746393 ]]
127,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0127,[[0.09646775 0.6341571  0.1122585  ... 0.233212   0.11945128 0.62505025]]
128,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0128,[[0.18649384 0.6221094  0.06317745 ... 0.19920836 0.11324644 0.66705185]]
129,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0129,[[0.05395598 0.7215666  0.13764763 ... 0.42814562 0.12051275 0.39430013]]
130,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0130,[[0.05539531 0.6845128  0.13654965 ... 0.4348398  0.1258032  0.37715232]]
131,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0131,[[0.06553397 0.6434559  0.10924473 ... 0.43463942 0.06567191 0.4652494 ]]
132,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0132,[[0.01387171 0.63755226 0.15457238 ... 0.35508636 0.16661279 0.69140595]]
133,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0133,[[0.03746457 0.61222076 0.14245561 ... 0.39829397 0.16799858 0.55354613]]
134,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0134,[[0.         0.6158581  0.09706543 ... 0.35295525 0.37628528 0.6277187 ]]
135,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0135,[[0.01444858 0.7663652  0.1151524  ... 0.38228652 0.3645585  0.7728528 ]]
136,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0136,[[0.01563289 0.7643112  0.11671557 ... 0.39091673 0.37400612 0.77904   ]]
137,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0137,[[0.03111296 0.8123944  0.11320425 ... 0.6048821  0.56096894 0.89569944]]
138,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0138,[[0.         0.7368972  0.08127195 ... 0.3441423  0.21981649 1.219947  ]]
139,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0139,[[0.         0.7313803  0.07383289 ... 0.7134908  0.16381985 1.2440517 ]]
140,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0140,[[0.01477488 0.692527   0.0607518  ... 0.35529822 0.08951771 1.1911607 ]]
141,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0141,[[0.01130437 0.584045   0.13475923 ... 0.51731104 0.306521   1.2151128 ]]
142,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0142,[[0.0092121  0.57617605 0.13193806 ... 0.51567954 0.3029561  1.2053503 ]]
143,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0143,[[0.0866662  0.6255865  0.08999964 ... 0.49468616 0.24056369 0.8656454 ]]
144,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0144,[[0.04745833 0.62422323 0.0561777  ... 0.40235955 0.25831226 0.4068536 ]]
145,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0145,[[0.11245258 0.5688623  0.05029456 ... 0.390953   0.38700157 0.42917243]]
146,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0146,[[0.11539903 0.49499857 0.05390464 ... 0.22277914 0.12994061 0.623447  ]]
147,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0147,[[0.21171382 0.5242446  0.06107995 ... 0.14141557 0.32059962 0.67994946]]
148,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0148,[[0.21093994 0.5245428  0.05920941 ... 0.13872193 0.3313285  0.68701977]]
149,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0149,[[0.17944832 0.5786308  0.04323665 ... 0.11007566 0.36968455 0.8738317 ]]
150,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0150,[[0.17038733 0.62325287 0.07232878 ... 0.09338878 0.26514143 0.72657806]]
151,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0151,[[0.18610168 0.5858808  0.05662931 ... 0.16131775 0.18510239 0.75940704]]
152,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0152,[[0.04985178 0.6576958  0.06858564 ... 0.25026342 0.1741394  0.79602385]]
153,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0153,[[0.07762525 0.559687   0.07764436 ... 0.09349655 0.24449678 0.88824064]]
154,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0154,[[0.07804742 0.5583029  0.07993899 ... 0.09290694 0.2499567  0.8739289 ]]
155,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0155,[[0.11326109 0.5733414  0.09787603 ... 0.04559223 0.18186848 0.9813912 ]]
156,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0156,[[0.20082648 0.633034   0.11241588 ... 0.03324082 0.25131047 0.76780134]]
157,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0157,[[0.12691633 0.5369113  0.08141364 ... 0.10071115 0.28522238 0.80608916]]
158,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0158,[[0.1068821  0.61957026 0.15614249 ... 0.01973603 0.35526824 0.8912327 ]]
159,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0159,[[0.1683678  0.47637573 0.17300029 ... 0.02392147 0.22431757 1.0014629 ]]
160,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0160,[[0.17160694 0.472086   0.16974887 ... 0.02214567 0.2245187  1.0247968 ]]
161,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0161,[[0.07448564 0.55645865 0.32142752 ... 0.05907631 0.13817298 0.815603  ]]
162,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0162,[[0.0442947  0.5494805  0.28331372 ... 0.05685066 0.24508373 0.96169484]]
163,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0163,[[0.00790128 0.5655387  0.11574453 ... 0.06252506 0.0818102  1.0932527 ]]
164,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0164,[[0.05720083 0.5891185  0.16576481 ... 0.03943798 0.0879098  0.90364254]]
165,sit_up_from_lying,adl,on_air,actor_1_bed_full_ph_cam_1_0165,[[0.16343734 0.646468   0.15618211 ... 0.01147929 0.15629159 0.4740424 ]]
